Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia40,sopraSoglia
Veneto,43,6000,5,1000,0,Dati della Protezione Civile del 02 Luglio 2021 ore 18:26,2021-07-02,ITH3,2,0.716667,
Abruzzo,22,1369,1,185,23,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITF1,2,1.607012,
Basilicata,17,414,0,88,13,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITF5,2,4.106280,
Calabria,54,906,6,146,25,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITF6,2,5.960265,
Campania,208,3838,19,581,75,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITF3,2,5.419489,
Emilia-Romagna,161,6538,22,760,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITH5,2,2.462527,
Friuli Venezia Giulia,8,1277,0,175,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITH4,2,0.626468,
Lazio,155,6421,40,943,193,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITI4,2,2.413954,
Liguria,14,1706,6,221,12,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITC3,2,0.820633,
Lombardia,208,6590,45,1416,114,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITC4,2,3.156297,
Marche,5,951,2,209,57,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITI3,2,0.525762,
Molise,3,221,0,36,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITF2,2,1.357466,
P.A. Bolzano,6,391,2,100,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITH1,2,1.534527,
P.A. Trento,2,517,0,60,15,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITH2,2,0.386847,
Piemonte,97,5824,9,628,99,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITC1,2,1.665522,
Puglia,113,2989,10,491,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITF4,2,3.780529,
Sardegna,41,1602,1,216,33,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITG2,2,2.559301,
Sicilia,145,3080,17,652,196,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITG1,2,4.707792,
Toscana,85,5033,18,448,30,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITI1,2,1.688854,
Umbria,9,671,1,97,30,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITI2,2,1.341282,
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITC2,2,1.234568,
Veneto,40,6000,5,1000,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44,2021-07-03,ITH3,2,0.666667,
Abruzzo,21,1369,1,185,23,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITF1,2,1.533966,
Basilicata,16,414,0,88,13,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITF5,2,3.864734,
Calabria,51,906,6,146,25,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITF6,2,5.629139,
Campania,211,3837,19,581,75,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITF3,2,5.499088,
Emilia-Romagna,161,6538,22,760,0,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITH5,2,2.462527,
Friuli Venezia Giulia,6,1277,0,175,0,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITH4,2,0.469851,
Lazio,155,6421,37,943,193,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITI4,2,2.413954,
Liguria,14,1706,7,221,12,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITC3,2,0.820633,
Lombardia,195,6590,44,1416,114,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITC4,2,2.959029,
Marche,8,951,2,209,57,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITI3,2,0.841220,
Molise,3,221,0,36,0,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITF2,2,1.357466,
P.A. Bolzano,5,391,2,100,0,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITH1,2,1.278772,
P.A. Trento,2,517,0,60,15,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITH2,2,0.386847,
Piemonte,94,5824,10,628,99,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITC1,2,1.614011,
Puglia,108,2920,10,483,0,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITF4,2,3.698630,
Sardegna,42,1602,1,216,33,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITG2,2,2.621723,
Sicilia,143,3076,15,658,196,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITG1,2,4.648895,
Toscana,79,5033,16,448,30,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITI1,2,1.569640,
Umbria,11,671,0,97,30,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITI2,2,1.639344,
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITC2,2,1.234568,
Veneto,38,6000,5,1000,0,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITH3,2,0.633333,
Abruzzo,23,1369,1,185,23,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF1,2,1.680058,
Basilicata,17,414,0,88,13,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF5,2,4.106280,
Calabria,55,906,6,146,25,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF6,2,6.070640,
Campania,221,3837,17,581,75,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF3,2,5.759708,
Emilia-Romagna,163,6538,22,760,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH5,2,2.493117,
Friuli Venezia Giulia,6,1277,0,175,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH4,2,0.469851,
Lazio,155,6421,36,943,172,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI4,2,2.413954,
Liguria,15,1699,7,212,12,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC3,2,0.882872,
Lombardia,164,6577,44,1416,114,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC4,2,2.493538,
Marche,9,951,1,209,57,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI3,2,0.946372,
Molise,3,221,0,36,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF2,2,1.357466,
P.A. Bolzano,6,391,2,100,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH1,2,1.534527,
P.A. Trento,1,517,0,60,15,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH2,2,0.193424,
Piemonte,83,5824,8,628,99,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC1,2,1.425137,
Puglia,107,2920,10,483,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF4,2,3.664384,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITG2,2,2.059925,
Sicilia,140,3067,17,658,196,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITG1,2,4.564721,
Toscana,85,5033,15,448,30,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI1,2,1.688854,
Umbria,12,671,0,97,30,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI2,2,1.788376,
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC2,2,1.234568,
Veneto,38,6000,4,1000,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH3,2,0.633333,
Abruzzo,23,1369,1,185,23,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF1,2,1.680058,
Basilicata,16,414,0,88,13,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF5,2,3.864734,
Calabria,52,905,5,146,25,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF6,2,5.745856,
Campania,211,3837,18,581,75,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF3,2,5.499088,
Emilia-Romagna,164,6538,19,760,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH5,2,2.508412,
Friuli Venezia Giulia,7,1277,1,175,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH4,2,0.548160,
Lazio,135,6421,33,943,193,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI4,2,2.102476,
Liguria,14,1699,7,212,12,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC3,2,0.824014,
Lombardia,158,6568,45,1416,114,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC4,2,2.405603,
Marche,8,951,1,209,57,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI3,2,0.841220,
Molise,2,176,0,36,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF2,2,1.136364,
P.A. Bolzano,6,391,1,100,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH1,2,1.534527,
P.A. Trento,1,517,0,60,15,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH2,2,0.193424,
Piemonte,84,5824,9,628,99,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC1,2,1.442308,
Puglia,94,2920,8,483,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF4,2,3.219178,
Sardegna,34,1602,1,216,33,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITG2,2,2.122347,
Sicilia,137,3091,18,660,196,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITG1,2,4.432223,
Toscana,75,5033,16,444,34,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI1,2,1.490165,
Umbria,13,671,0,97,30,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI2,2,1.937407,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC2,2,0,
Veneto,37,6000,4,1000,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH3,2,0.616667,
Abruzzo,23,1369,1,185,23,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF1,2,1.680058,
Basilicata,16,414,0,88,13,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF5,2,3.864734,
Calabria,53,793,4,148,25,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF6,2,6.683480,
Campania,218,3834,17,581,72,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF3,2,5.685968,
Emilia-Romagna,160,6538,18,760,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH5,2,2.447232,
Friuli Venezia Giulia,6,1277,1,175,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH4,2,0.469851,
Lazio,144,6421,29,943,193,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI4,2,2.242641,
Liguria,11,1703,7,212,12,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC3,2,0.645919,
Lombardia,150,6568,44,1416,114,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC4,2,2.283800,
Marche,7,951,1,209,57,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI3,2,0.736067,
Molise,1,176,0,32,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF2,2,0.568182,
P.A. Bolzano,6,391,1,100,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH1,2,1.534527,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH2,2,0,
Piemonte,69,5824,6,628,99,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC1,2,1.184753,
Puglia,88,2916,8,483,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF4,2,3.017833,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITG2,2,2.059925,
Sicilia,129,3044,19,660,196,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITG1,2,4.237845,
Toscana,69,5033,17,451,34,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI1,2,1.370952,
Umbria,13,671,0,97,30,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI2,2,1.937407,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC2,2,0,
Veneto,38,6000,6,1000,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH3,2,0.633333,
Abruzzo,25,1369,1,185,23,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF1,2,1.826150,
Basilicata,15,414,0,88,13,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF5,2,3.623188,
Calabria,51,793,4,148,25,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF6,2,6.431274,
Campania,215,3833,20,575,81,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF3,2,5.609183,
Emilia-Romagna,157,6538,17,760,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH5,2,2.401346,
Friuli Venezia Giulia,5,1277,1,175,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH4,2,0.391543,
Lazio,139,6421,27,943,193,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI4,2,2.164772,
Liguria,11,1703,7,212,12,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC3,2,0.645919,
Lombardia,134,6468,43,1416,114,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC4,2,2.071738,
Marche,9,951,2,209,57,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI3,2,0.946372,
Molise,1,176,0,33,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF2,2,0.568182,
P.A. Bolzano,6,391,1,100,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH1,2,1.534527,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH2,2,0,
Piemonte,64,5824,4,628,99,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC1,2,1.098901,
Puglia,84,2799,9,454,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF4,2,3.001072,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITG2,2,2.059925,
Sicilia,128,3041,20,659,196,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITG1,2,4.209142,
Toscana,67,5033,16,451,34,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI1,2,1.331214,
Umbria,13,671,1,97,30,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI2,2,1.937407,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC2,2,0,
Veneto,40,6000,6,1000,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH3,2,0.666667,
Abruzzo,26,1369,1,185,23,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF1,2,1.899196,
Basilicata,13,414,1,88,13,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF5,2,3.140097,
Calabria,45,799,3,151,25,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF6,2,5.632040,
Campania,201,3833,20,575,81,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF3,2,5.243934,
Emilia-Romagna,155,6538,15,760,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH5,2,2.370756,
Friuli Venezia Giulia,6,1277,1,175,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH4,2,0.469851,
Lazio,135,6421,27,943,193,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI4,2,2.102476,
Liguria,11,1703,7,213,12,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC3,2,0.645919,
Lombardia,127,6471,35,1416,114,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC4,2,1.962602,
Marche,8,951,2,209,57,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI3,2,0.841220,
Molise,1,176,0,33,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF2,2,0.568182,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH1,2,1.790281,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH2,2,0,
Piemonte,67,5824,3,628,99,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC1,2,1.150412,
Puglia,83,2799,9,462,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF4,2,2.965345,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITG2,2,2.059925,
Sicilia,128,3041,20,659,196,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITG1,2,4.209142,
Toscana,68,5033,15,451,34,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI1,2,1.351083,
Umbria,12,671,1,97,30,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI2,2,1.788376,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC2,2,0,
Veneto,41,6000,6,1000,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH3,2,0.683333,
Abruzzo,28,1369,1,185,23,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF1,2,2.045289,
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF5,2,3.140097,
Calabria,46,799,3,151,25,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF6,2,5.757196,
Campania,200,3833,15,575,81,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF3,2,5.217845,
Emilia-Romagna,153,6538,13,760,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH5,2,2.340165,
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH4,2,0.313234,
Lazio,131,6421,26,943,193,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI4,2,2.040181,
Liguria,9,1703,7,213,12,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC3,2,0.528479,
Lombardia,121,6471,37,1416,114,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC4,2,1.869881,
Marche,8,951,2,209,57,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI3,2,0.841220,
Molise,1,176,0,32,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF2,2,0.568182,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH1,2,1.790281,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH2,2,0,
Piemonte,64,5824,3,628,99,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC1,2,1.098901,
Puglia,78,2799,9,462,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF4,2,2.786710,
Sardegna,36,1602,1,216,33,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITG2,2,2.247191,
Sicilia,131,3037,18,661,196,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITG1,2,4.313467,
Toscana,69,5033,16,451,34,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI1,2,1.370952,
Umbria,9,671,1,97,30,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI2,2,1.341282,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC2,2,0,
Veneto,39,6000,6,1000,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH3,2,0.650000,
Abruzzo,29,1369,1,185,23,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF1,2,2.118335,
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF5,2,3.140097,
Calabria,45,799,3,151,25,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF6,2,5.632040,
Campania,196,3833,15,575,81,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF3,2,5.113488,
Emilia-Romagna,150,6538,13,760,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH5,2,2.294280,
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH4,2,0.313234,
Lazio,128,6421,25,943,193,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI4,2,1.993459,
Liguria,9,1703,7,213,12,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC3,2,0.528479,
Lombardia,124,6471,37,1416,114,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC4,2,1.916242,
Marche,8,951,2,209,57,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI3,2,0.841220,
Molise,1,176,0,32,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF2,2,0.568182,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH1,2,1.790281,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH2,2,0,
Piemonte,63,5824,4,628,99,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC1,2,1.081731,
Puglia,78,2799,9,462,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF4,2,2.786710,
Sardegna,38,1602,1,216,33,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITG2,2,2.372035,
Sicilia,129,3034,17,661,196,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITG1,2,4.251813,
Toscana,66,5033,15,450,34,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI1,2,1.311345,
Umbria,7,671,1,97,30,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI2,2,1.043219,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC2,2,0,
Veneto,39,6000,8,1000,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH3,2,0.650000,
Abruzzo,29,1369,1,185,23,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF1,2,2.118335,
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF5,2,3.140097,
Calabria,46,798,2,151,25,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF6,2,5.764411,
Campania,198,3828,15,575,81,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF3,2,5.172414,
Emilia-Romagna,151,6538,14,760,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH5,2,2.309575,
Friuli Venezia Giulia,3,1277,1,175,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH4,2,0.234926,
Lazio,133,6421,25,943,193,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI4,2,2.071328,
Liguria,6,1703,6,213,12,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC3,2,0.352319,
Lombardia,128,6369,36,1416,114,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC4,2,2.009735,
Marche,8,951,2,209,57,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI3,2,0.841220,
Molise,1,176,0,32,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF2,2,0.568182,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH1,2,1.790281,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH2,2,0,
Piemonte,62,5824,3,628,99,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC1,2,1.064560,
Puglia,73,2799,9,462,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF4,2,2.608074,
Sardegna,39,1602,2,216,33,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITG2,2,2.434457,
Sicilia,140,3040,18,655,196,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITG1,2,4.605263,
