FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
"1068","1009","03017193",VALLIO TERME,BRESCIA,BS,LOMBARDIA,"14876989.4950591","19927.9098090325","12","0","12",30414782.6430664,28496.1250535905
"1069","1012","03108030",MEDA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"8323035.70306652","14516.1230888464","34","4","38",17052303.2089844,20783.7860411957
"1070","1013","03097072",ROGENO,LECCO,LC,LOMBARDIA,"4680992.5568989","14620.8656112274","10","5","15",9630959.84228516,20973.5050019206
"1071","1014","03016171",PONTIDA,BERGAMO,BG,LOMBARDIA,"10286272.6120009","22207.9079012844","17","4","21",21123868.8642578,31817.0882013528
"1072","1015","03016070",CENE,BERGAMO,BG,LOMBARDIA,"8618210.62801966","16082.1939210816","25","13","38",17728000.3027344,23062.9382071445
"1073","1016","03098043",OSPEDALETTO LODIGIANO,LODI,LO,LOMBARDIA,"8443183.9355585","13310.3927766762","15","3","18",16999878.6586914,18889.6607929473
"1074","1017","03017172",SAN GERVASIO BRESCIANO,BRESCIA,BS,LOMBARDIA,"10505924.2209725","17643.3839652804","8","4","12",21245595.3676758,25093.6320545735
"1075","1018","03016092",DOSSENA,BERGAMO,BG,LOMBARDIA,"19290771.940595","24218.7267962412","7","2","9",39847012.1713867,34827.1130397783
"1076","1019","03018049",CIGOGNOLA,PAVIA,PV,LOMBARDIA,"7888185.326725","17077.0799377903","7","2","9",15809880.5927734,24172.7790117763
"1077","1020","03019046",GADESCO PIEVE DELMONA,CREMONA,CR,LOMBARDIA,"17159774.5523275","30834.1794760535","17","2","19",34537028.5688477,43741.5275049432
"1078","1021","03098051",SANTO STEFANO LODIGIANO,LODI,LO,LOMBARDIA,"10419211.545157","22018.4587402183","19","7","26",20938966.722168,31219.3477305478
"1079","1022","03016205",SPINONE AL LAGO,BERGAMO,BG,LOMBARDIA,"2031214.29777903","7602.23181669976","8","1","9",4175983.48681641,10898.742205943
"1080","1023","03097070",PRIMALUNA,LECCO,LC,LOMBARDIA,"22751381.7193499","23948.903806631","3","1","4",47155809.355957,34483.7391084797
"1081","1024","03108043",TRIUGGIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"8385831.04422672","17943.8090121635","17","1","18",17181341.2514648,25689.5356509229
"1082","1025","03097043",LIERNA,LECCO,LC,LOMBARDIA,"11549401.403431","17787.4550860049","2","0","2",23913404.3076172,25590.023234754
"1083","1026","03012045",CASTELVECCANA,VARESE,VA,LOMBARDIA,"20364321.8344638","20799.2395087137","2","0","2",42134038.0200195,29909.7616772616
"1084","1027","03018095",MONTEBELLO DELLA BATTAGLIA,PAVIA,PV,LOMBARDIA,"15756226.510396","26387.8220599428","4","4","8",31542166.496582,37345.859725036
"1085","1029","03013099",FALOPPIO,COMO,CO,LOMBARDIA,"4151390.84667466","12283.8423519791","1","0","1",8548936.03564453,17627.0231638919
"1086","1439","03018129",RONCARO,PAVIA,PV,LOMBARDIA,"4991056.757132","13832.4386272341","5","1","6",10069886.8989258,19646.7855805749
"1087","1440","03097025",CORTENOVA,LECCO,LC,LOMBARDIA,"11498509.8802843","19992.0210480505","1","1","2",23838733.5351563,28785.1093215245
"1088","1441","03017181",SONICO,BRESCIA,BS,LOMBARDIA,"60357862.1166794","37210.0233574698","8","2","10",125757803.339844,53691.5724654484
"1089","1442","03015096",CUGGIONO,MILANO,MI,LOMBARDIA,"14862234.9317495","24681.9259532115","10","4","14",30278293.3706055,35231.2618747674
"1090","1443","03014016",CEDRASCO,SONDRIO,SO,LOMBARDIA,"14309473.5961798","28924.1702920681","1","2","3",29787216.7827148,41761.56561903
"1091","1444","03020050",RIVAROLO MANTOVANO,MANTOVA,MN,LOMBARDIA,"25464796.0430655","27618.6124400922","27","7","34",51076953.9077148,39118.4846360246
"1092","1445","03012102",MESENZANA,VARESE,VA,LOMBARDIA,"4842181.4762812","14007.7362030078","2","0","2",10020360.2548828,20151.1206076385
"1093","1446","03018104",OLEVANO DI LOMELLINA,PAVIA,PV,LOMBARDIA,"15408498.4185555","21151.6825333084","1","0","1",31065993.9350586,30037.8974753015
"1094","1447","03108045",VAREDO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"4893902.74165347","13123.7156920044","33","9","42",10003263.9038086,18755.9420043252
"1095","1448","03014005",ARDENNO,SONDRIO,SO,LOMBARDIA,"16949735.6963837","21109.2892527997","10","0","10",35373252.0083008,30498.4782039683
"1096","1449","03020066",VIADANA,MANTOVA,MN,LOMBARDIA,"102084657.299451","80646.3142983564","75","29","104",204098314.833984,114017.108697298
"1097","1450","03018146",SARTIRANA LOMELLINA,PAVIA,PV,LOMBARDIA,"29506399.083523","31235.4890542547","2","3","5",59280162.4443359,44274.9483418126
"1098","1451","03014057",SAMOLACO,SONDRIO,SO,LOMBARDIA,"45189201.5511178","35285.0349606094","4","0","4",94517783.3076172,51033.1384613212
"1099","1452","03016069",CENATE SOTTO,BERGAMO,BG,LOMBARDIA,"4642725.37812313","11485.0910301787","12","1","13",9523725.52832031,16449.9894219875
"1100","1453","03017028",BRENO,BRESCIA,BS,LOMBARDIA,"60126687.3646073","55753.49121025","43","5","48",124369729.947266,80172.5864997203
"1101","1284","03019058",MONTE CREMASCO,CREMONA,CR,LOMBARDIA,"2362355.9969235","9592.30285514932","9","3","12",4790700.11572266,13663.3395664679
"1102","1285","03016109",GANDOSSO,BERGAMO,BG,LOMBARDIA,"3114381.45011335","7602.18877383758","11","4","15",6379444.86035156,10878.8986346614
"1103","1286","03018012",BATTUDA,PAVIA,PV,LOMBARDIA,"7092833.5284145","17845.7319740452","1","1","2",14333514.0146484,25370.9753725503
"1104","1287","03018168",VALLE LOMELLINA,PAVIA,PV,LOMBARDIA,"27046764.910078","30471.4248583071","5","2","7",54432236.2353516,43223.1406684108
"1105","1288","03018079",LANGOSCO,PAVIA,PV,LOMBARDIA,"15825613.9933245","27156.7186504687","1","0","1",31916578.4355469,38555.8845034171
"1106","1289","03017078",GHEDI,BRESCIA,BS,LOMBARDIA,"60718662.1651461","49421.4440230516","94","24","118",123215803.992676,70419.292549982
"1107","1290","03015158",NOVIGLIO,MILANO,MI,LOMBARDIA,"15599547.0556835","29948.4134332298","7","1","8",31621740.2973633,42641.261441415
"1108","1291","03018120",REDAVALLE,PAVIA,PV,LOMBARDIA,"5432229.346129","14366.7183928365","4","1","5",10890717.3183594,20351.7552623881
"1109","1293","03013252",TREMEZZINA,COMO,CO,LOMBARDIA,"29512306.9386105","25379.5747888655","22","8","30",61160400.1743164,36534.3256143189
"1110","1294","03016003",ALBANO SANT`ALESSANDRO,BERGAMO,BG,LOMBARDIA,"5350432.79244771","14000.0529898064","42","13","55",10970614.6386719,20042.9725640628
"1111","1295","03016195",SCHILPARIO,BERGAMO,BG,LOMBARDIA,"64031765.5269947","40660.3180182522","7","2","9",132860665.060059,58557.0528247883
"1112","1031","03012109",ORIGGIO,VARESE,VA,LOMBARDIA,"8036636.037141","15832.2606334254","20","0","20",16424102.2548828,22633.7765170908
"1113","1032","03016210",TALEGGIO,BERGAMO,BG,LOMBARDIA,"47253034.7330183","32667.1661019478","6","2","8",97629252.2836914,46960.7315721772
"1114","1033","03017046",CAZZAGO SAN MARTINO,BRESCIA,BS,LOMBARDIA,"22210910.6039525","34867.8902214375","70","23","93",45355735.2709961,49834.52489588
"1115","1034","03016156",PALAZZAGO,BERGAMO,BG,LOMBARDIA,"14066847.9892326","19522.5090531167","21","2","23",28907634.4970703,27992.6779568755
"1116","1035","03019112",VAILATE,CREMONA,CR,LOMBARDIA,"9783805.696907","15787.5953862464","32","13","45",19897521.5825195,22517.5985220257
"1117","1036","03013102",FINO MORNASCO,COMO,CO,LOMBARDIA,"7362223.61733717","20384.6510222451","22","5","27",15125366.4301758,29222.9373223833
"1118","1037","03014034",GROSOTTO,SONDRIO,SO,LOMBARDIA,"52996574.3470905","41525.393258753","3","0","3",111047766.834473,60086.0623701089
"1119","1038","03015106",GESSATE,MILANO,MI,LOMBARDIA,"7782476.2471305","17670.9514653127","27","7","34",15883075.8710938,25246.3325031977
"1120","1039","03013055",CASSINA RIZZARDI,COMO,CO,LOMBARDIA,"3464187.68216225","10214.9329534169","7","2","9",7119399.54150391,14644.3891314371
"1121","1040","03098056",TAVAZZANO CON VILLAVESCO,LODI,LO,LOMBARDIA,"16239757.615994","28556.7124886712","29","6","35",32884432.9916992,40636.1790455554
"1122","1041","03015062",CASTANO PRIMO,MILANO,MI,LOMBARDIA,"19107754.8182475","33713.8515081975","19","5","24",38990269.2089844,48156.219588471
"1123","1042","03012118",SAMARATE,VARESE,VA,LOMBARDIA,"15985065.4194075","26123.7278862808","9","3","12",32702822.1928711,37356.9548244995
"1124","1046","03018042",CECIMA,PAVIA,PV,LOMBARDIA,"10092341.322357","19917.672013944","0","1","1",20093287.3017578,28106.5686547458
"1125","1047","03016251",SOLZA,BERGAMO,BG,LOMBARDIA,"1228853.58738999","5922.98499699441","10","4","14",2518824.37646484,8476.57711176098
"1126","1049","03108040",SEVESO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"7379179.03991097","15519.2328864943","35","10","45",15107524.1157227,22192.4121253892
"1127","1454","03020055",SAN BENEDETTO PO,MANTOVA,MN,LOMBARDIA,"69885168.7764551","59747.6516149346","29","1","30",139970792.338379,84556.0767686737
"1128","1456","03012121",SOLBIATE ARNO,VARESE,VA,LOMBARDIA,"3005381.54228368","9358.65585390566","2","0","2",6169213.71630859,13413.6616468073
"1129","1457","03020011",CASALOLDO,MANTOVA,MN,LOMBARDIA,"16943707.1822917","21094.8773672609","22","2","24",34206009.2338867,29972.9490759082
"1130","1458","03018013",BELGIOIOSO,PAVIA,PV,LOMBARDIA,"26275357.586467","42069.6503831714","30","8","38",52858413.5273438,59669.2007293619
"1131","1459","03013251",COLVERDE,COMO,CO,LOMBARDIA,"8488349.55014061","16333.931322321","8","0","8",17478657.5527344,23443.5220585225
"1132","1460","03015103",GAGGIANO,MILANO,MI,LOMBARDIA,"26638719.8299225","44648.9204026863","11","3","14",54071095.8891602,63619.1789363938
"1133","1461","03013098",FAGGETO LARIO,COMO,CO,LOMBARDIA,"17813908.1804326","22509.1299677846","2","0","2",36749898.5703125,32328.4130622803
"1134","1462","03018093",MIRADOLO TERME,PAVIA,PV,LOMBARDIA,"9618442.67401499","23367.9850509767","13","6","19",19369023.6000977,33160.5405087732
"1135","1463","03013005",ALBIOLO,COMO,CO,LOMBARDIA,"2826532.71372691","7613.77337772501","1","0","1",5820251.02978516,10926.4800706583
"1136","1464","03015213",SOLARO,MILANO,MI,LOMBARDIA,"6652051.1852405","17786.6182008799","31","4","35",13604931.0161133,25428.978703076
"1137","1465","03097019",CASTELLO DI BRIANZA,LECCO,LC,LOMBARDIA,"3539692.89536075","14244.7148790751","5","0","5",7275621.45507813,20421.5503994841
"1138","1466","03017183",TAVERNOLE SUL MELLA,BRESCIA,BS,LOMBARDIA,"19881487.093007","25070.7628099976","2","0","2",40850018.925293,35929.8095924836
"1139","1467","03017106",MARONE,BRESCIA,BS,LOMBARDIA,"23569360.659839","29170.743259348","10","4","14",48421722.8583984,41803.9119412302
"1140","1468","03017107",MAZZANO,BRESCIA,BS,LOMBARDIA,"15636682.0092557","20776.1727283945","45","7","52",31841666.0888672,29656.9809386687
"1141","1474","03013212",SENNA COMASCO,COMO,CO,LOMBARDIA,"2666036.35193729","11135.4493098736","4","1","5",5480990.70898438,15967.5829200206
"1142","1475","03020015",CASTEL GOFFREDO,MANTOVA,MN,LOMBARDIA,"42021696.0935927","36691.1475986471","85","13","98",84955488.4619141,52170.1868206256
"1143","1476","03017088",LENO,BRESCIA,BS,LOMBARDIA,"58710293.350639","44639.6778117379","94","21","115",118979175.379395,63549.2797398638
"1144","1138","03017086",ISORELLA,BRESCIA,BS,LOMBARDIA,"15386687.4157732","19488.4200522002","23","9","32",31122004.0268555,27720.3830496879
"1145","1139","03013034",BULGAROGRASSO,COMO,CO,LOMBARDIA,"3784342.9046788","10185.8655123685","6","1","7",7776420.87011719,14601.9516323992
"1146","1140","03098012",CASELLE LURANI,LODI,LO,LOMBARDIA,"7569536.485902","15493.8496855265","17","4","21",15295730.5756836,22023.6416724889
"1147","1141","03015251",VERMEZZO CON ZELO,MILANO,MI,LOMBARDIA,"10565472.0013225","22915.66554685","7","2","9",21438676.5576172,32647.2551361381
"1148","1142","03098053",SENNA LODIGIANA,LODI,LO,LOMBARDIA,"26866046.6613755","27712.7833760955","8","3","11",54022508.9194336,39308.8872697889
"1149","1143","03013136",LURAGO D`ERBA,COMO,CO,LOMBARDIA,"4738576.80025746","12931.136846373","10","3","13",9740190.09765625,18539.2224724729
"1150","1144","03013090",DONGO,COMO,CO,LOMBARDIA,"7535522.8696065","15666.5378708553","16","1","17",15694868.5288086,22607.5807965308
"1151","1145","03018038",CASTELLETTO DI BRANDUZZO,PAVIA,PV,LOMBARDIA,"11281692.0793085","22813.7124984865","1","2","3",22633476.0395508,32313.2593857536
"1152","1146","03017129",PADENGHE SUL GARDA,BRESCIA,BS,LOMBARDIA,"22174046.8569495","31785.3533356458","23","3","26",45170202.890625,45324.4647293924
"1153","1147","03012097",MARCHIROLO,VARESE,VA,LOMBARDIA,"5336733.63305523","13703.6392551364","2","0","2",11042530.2094727,19717.0153068278
"1154","1148","03014049",PIATEDA,SONDRIO,SO,LOMBARDIA,"71655432.1488901","52740.9679491159","5","1","6",149072061.187988,76086.9726347743
"1155","1149","03097030",DERVIO,LECCO,LC,LOMBARDIA,"11254182.3952355","16667.1642242681","10","1","11",23398834.5771484,24028.9153633213
"1156","1150","03018162",TRAVACO` SICCOMARIO,PAVIA,PV,LOMBARDIA,"16538045.1464755","23778.043117558","10","0","10",33275470.8530273,33727.2438865269
"1157","1152","03020048",REDONDESCO,MANTOVA,MN,LOMBARDIA,"19139930.3712502","24491.1594662003","5","3","8",38527782.5859375,34760.507216442
"1158","1153","03098011",CASELLE LANDI,LODI,LO,LOMBARDIA,"26026370.5218185","27084.5799615408","17","5","22",52267785.0927734,38392.677520668
"1159","1296","03016022",BEDULITA,BERGAMO,BG,LOMBARDIA,"4234539.979849","10052.0878536701","1","1","2",8715000.23193359,14418.2175286397
"1160","1297","03020047",QUISTELLO,MANTOVA,MN,LOMBARDIA,"45672709.5407302","56008.1163160275","10","1","11",91366132.8276367,79234.6418751212
"1161","1298","03015027",BOLLATE,MILANO,MI,LOMBARDIA,"13100291.337538","26383.9545461984","99","14","113",26732014.230957,37684.1763019193
"1162","1299","03018133",SAN CIPRIANO PO,PAVIA,PV,LOMBARDIA,"6863359.651399","12967.919070623","2","0","2",13791951.9555664,18381.770257673
"1163","1043","03012098",MARNATE,VARESE,VA,LOMBARDIA,"4844930.82294949","12088.5439522525","9","0","9",9914470.52490234,17289.1833995383
"1164","1044","03018185",ZECCONE,PAVIA,PV,LOMBARDIA,"5521593.859546","11487.2069764085","5","1","6",11152565.0415039,16327.4291344143
"1165","1050","03012114",PORTO VALTRAVAGLIA,VARESE,VA,LOMBARDIA,"15884576.2878437","22216.6138183076","3","0","3",32887700.1015625,31970.2359646715
"1166","1051","03020054",SABBIONETA,MANTOVA,MN,LOMBARDIA,"37370545.6046536","34997.9421842557","11","3","14",74794671.1777344,49497.5424527473
"1167","1052","03017184",TEMU`,BRESCIA,BS,LOMBARDIA,"43319955.483876","42546.4168415731","5","1","6",90619936.6992188,61558.5179145002
"1168","1470","03019011",CAMPAGNOLA CREMASCA,CREMONA,CR,LOMBARDIA,"4628597.1202365","11509.3982807098","4","0","4",9394543.56542969,16400.0730015251
"1169","1471","03017186",TORBOLE CASAGLIA,BRESCIA,BS,LOMBARDIA,"13384537.9783584","21534.9447726365","34","13","47",27265388.027832,30743.7960116964
"1170","1154","03015209",SESTO SAN GIOVANNI,MILANO,MI,LOMBARDIA,"11768895.005548","21720.0948790429","213","37","250",24002166.0888672,31012.2500567099
"1171","1155","03017089",LIMONE SUL GARDA,BRESCIA,BS,LOMBARDIA,"22825671.2862159","20355.3026802153","1","0","1",47004123.3081055,29205.4640984811
"1172","1157","03098046",SALERANO SUL LAMBRO,LODI,LO,LOMBARDIA,"4297480.5426325","12332.6231515266","13","0","13",8689077.72705078,17537.8160094449
"1173","1158","03019098",SORESINA,CREMONA,CR,LOMBARDIA,"28543122.7385188","35734.9470351054","106","21","127",57708312.2426758,50821.4172359106
"1174","1159","03012134",VEDANO OLONA,VARESE,VA,LOMBARDIA,"7177156.22338345","15109.5973032196","4","0","4",14761618.9975586,21669.2191784238
"1175","1160","03016145",OLMO AL BREMBO,BERGAMO,BG,LOMBARDIA,"8686957.43561791","16332.4839391026","5","3","8",17991900.1401367,23509.0362540826
"1176","1161","03020003",BAGNOLO SAN VITO,MANTOVA,MN,LOMBARDIA,"48849040.4491358","45938.1214835722","17","1","18",97994660.3461914,65056.3189742176
"1177","1162","03016134",MEZZOLDO,BERGAMO,BG,LOMBARDIA,"18832725.3490956","26766.8805315381","1","0","1",39093546.4091797,38569.6184254268
"1178","1163","03108053",CORNATE D`ADDA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"14140515.5697071","20044.7971536364","24","14","38",28948618.1635742,28683.5008885089
"1179","1165","03017095",LOZIO,BRESCIA,BS,LOMBARDIA,"23718422.986582","27420.3934489722","3","0","3",49162513.7675781,39467.03172666
"1180","1166","03017041",CASTELCOVATI,BRESCIA,BS,LOMBARDIA,"6175602.407064","12930.8775455188","30","8","38",12576410.4150391,18451.3618974244
"1181","1167","03013199",RONAGO,COMO,CO,LOMBARDIA,"2141282.3465575","7241.11591164258","2","0","2",4413160.96630859,10394.384525389
"1182","1168","03014051",POGGIRIDENTI,SONDRIO,SO,LOMBARDIA,"2926395.47467279","8611.15805668881","3","2","5",6104994.65380859,12436.4261110187
"1183","1169","03018083",LOMELLO,PAVIA,PV,LOMBARDIA,"22301944.404841","27780.1492256115","4","3","7",44828666.9707031,39382.1587590019
"1184","1301","03015177",POZZO D`ADDA,MILANO,MI,LOMBARDIA,"4222369.6995165","12490.2824484625","28","3","31",8622141.72998047,17850.5789460787
"1185","1302","03017126",ORZIVECCHI,BRESCIA,BS,LOMBARDIA,"9887489.1173115","20218.3353368369","17","5","22",20081859.015625,28825.5829478807
"1186","1303","03015202",SAN ZENONE AL LAMBRO,MILANO,MI,LOMBARDIA,"7246161.1355985","20966.2858764756","20","3","23",14668477.8916016,29828.8973031821
"1187","1305","03013118",INVERIGO,COMO,CO,LOMBARDIA,"10049251.2509687","26777.78907204","24","8","32",20642659.4121094,38383.8982558239
"1188","1306","03097057",OGGIONO,LECCO,LC,LOMBARDIA,"7908670.52804939","18806.6000720046","28","4","32",16276646.9272461,26976.9057560409
"1189","1053","03013216",SORICO,COMO,CO,LOMBARDIA,"24132697.7407853","29113.3860050317","3","1","4",50379214.5615234,42081.568259246
"1190","1054","03017003",AGNOSINE,BRESCIA,BS,LOMBARDIA,"13502079.7474284","17335.7244989571","15","4","19",27634779.6083984,24805.0184759732
"1191","1055","03012120",SESTO CALENDE,VARESE,VA,LOMBARDIA,"25118730.0116417","31853.7645595492","7","0","7",51601822.7749023,45658.6565520693
"1192","1056","03098035",MALEO,LODI,LO,LOMBARDIA,"20117572.001757","26865.7243113212","35","15","50",40492696.0424805,38120.4197184247
"1193","1057","03014030",FUSINE,SONDRIO,SO,LOMBARDIA,"37390314.825771","34062.1834276411","2","0","2",77803657.8032227,49161.3115791859
"1194","1058","03016141",MORNICO AL SERIO,BERGAMO,BG,LOMBARDIA,"7126864.5887405","15806.9888832281","16","4","20",14560520.3203125,22601.0087238033
"1195","1059","03017200",VILLACHIARA,BRESCIA,BS,LOMBARDIA,"16737905.5142162","23432.5857851208","14","4","18",33915391.5366211,33362.1079797264
"1196","1472","03017091",LOGRATO,BRESCIA,BS,LOMBARDIA,"12324137.0258953","22995.121859998","21","12","33",25088322.2192383,32815.3747923918
"1197","1473","03017150",PONTOGLIO,BRESCIA,BS,LOMBARDIA,"11107443.4151974","18628.6104932002","53","13","66",22672763.6655273,26623.006484599
"1198","1477","03018011",BASTIDA PANCARANA,PAVIA,PV,LOMBARDIA,"13491669.75737","22349.8907810004","8","1","9",27096562.1640625,31677.3153466209
"1199","1478","03017012",BARGHE,BRESCIA,BS,LOMBARDIA,"5463361.747831","13998.3809130922","5","0","5",11197204.1396484,20039.8090265972
"1200","1481","03017058",COLLIO,BRESCIA,BS,LOMBARDIA,"53486374.9643115","35608.3900601876","4","0","4",110180027.229492,51106.5909590203
"1201","1483","03014026",DELEBIO,SONDRIO,SO,LOMBARDIA,"22489080.2129755","26596.7097846571","8","2","10",46818844.3671875,38389.4276319484
"1202","1487","03108054",LENTATE SUL SEVESO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"14157273.6643558","20763.235190669","24","2","26",29018442.3115234,29730.8558439317
"1203","1488","03018031",CASANOVA LONATI,PAVIA,PV,LOMBARDIA,"4556604.89937","13452.02204374","1","0","1",9150554.09912109,19067.3668196382
"1204","1170","03097086",VERCURAGO,LECCO,LC,LOMBARDIA,"2140898.34965671","7504.60876898305","15","6","21",4409082.51123047,10765.2381777977
"1205","1171","03018106",OTTOBIANO,PAVIA,PV,LOMBARDIA,"24486480.1402","28183.0410902661","7","3","10",49275041.6542969,39993.9745330233
"1206","1172","03020033",MARMIROLO,MANTOVA,MN,LOMBARDIA,"42179008.6195821","46140.7643395302","12","2","14",85099731.605957,65582.4530303714
"1207","1173","03016187",ROVETTA,BERGAMO,BG,LOMBARDIA,"24589128.0553866","43817.576428687","38","15","53",50808405.887207,63006.9881567206
"1208","1174","03098050",SANT`ANGELO LODIGIANO,LODI,LO,LOMBARDIA,"20039841.8557935","34466.9930131889","45","18","63",40436607.3525391,48967.2314374987
"1209","1175","03019017",CASALE CREMASCO - VIDOLASCO,CREMONA,CR,LOMBARDIA,"9034759.78068683","23449.3641169032","11","2","13",18363275.0800781,33434.8290167749
"1210","1177","03097056",NIBIONNO,LECCO,LC,LOMBARDIA,"3532048.41264062","13313.2950125589","7","4","11",7258542.20947266,19081.6207870372
"1211","1178","03012119",SARONNO,VARESE,VA,LOMBARDIA,"10883753.3937656","21820.8595144797","72","11","83",22269357.9697266,31214.3672731443
"1212","1179","03013028",BREGNANO,COMO,CO,LOMBARDIA,"6349395.55444528","16527.717577611","10","2","12",13022870.1459961,23681.6069207528
"1213","1307","03016133",MARTINENGO,BERGAMO,BG,LOMBARDIA,"22278329.6042705","20027.6375150162","59","33","92",45473006.5795898,28608.5397888976
"1214","1308","03020057",SAN GIORGIO BIGARELLO,MANTOVA,MN,LOMBARDIA,"51614888.3184574","58548.5513631425","16","1","17",103919185.952148,83069.4042755727
"1215","1309","03020038",OSTIGLIA,MANTOVA,MN,LOMBARDIA,"40055085.9234564","39505.2240187425","15","2","17",80357546.6782227,55942.4149169449
"1216","1310","03015230",VAPRIO D`ADDA,MILANO,MI,LOMBARDIA,"7136672.88686651","15027.4534605253","37","5","42",14574051.1328125,21480.1252667035
"1217","1060","03015024",BINASCO,MILANO,MI,LOMBARDIA,"3829906.891618","11466.5918198896","17","5","22",7754904.60839844,16314.595126477
"1218","1061","03012014",BIANDRONNO,VARESE,VA,LOMBARDIA,"8122948.96990835","13156.9027672183","2","0","2",16731138.3681641,18884.7820513624
"1219","1063","03016024",BERGAMO,BERGAMO,BG,LOMBARDIA,"40297863.407715","38088.2842160244","951","226","1177",82651996.7197266,54559.4145758337
"1220","1064","03020008",CANNETO SULL`OGLIO,MANTOVA,MN,LOMBARDIA,"25945898.085479","39522.9114036935","39","15","54",52220071.2695313,56074.3334646655
"1221","1065","03012142",MACCAGNO CON PINO E VEDDASCA,VARESE,VA,LOMBARDIA,"41365304.2358448","44885.567513541","3","0","3",85994505.5571289,64707.4361839156
"1222","1066","03012006",AZZATE,VARESE,VA,LOMBARDIA,"4575952.83385429","13972.879824299","6","0","6",9413853.82714844,20047.3545985357
"1223","1067","03016009",AMBIVERE,BERGAMO,BG,LOMBARDIA,"3287366.39841768","9462.75718799268","16","2","18",6748554.37060547,13553.3874355956
"1224","1068","03012139",VIGGIU`,VARESE,VA,LOMBARDIA,"9282917.84463229","16853.1001489266","4","1","5",19157909.8979492,24223.876027762
"1225","1069","03014045",MORBEGNO,SONDRIO,SO,LOMBARDIA,"14821346.1002395","23544.5175235937","17","2","19",30878800.8344727,33977.4216155577
"1226","1071","03019092",SCANDOLARA RAVARA,CREMONA,CR,LOMBARDIA,"17094026.6320434","24737.4504898892","20","1","21",34264318.1259766,35031.0620400781
"1227","1072","03016160",PEDRENGO,BERGAMO,BG,LOMBARDIA,"3606648.61615652","10780.1519779578","30","20","50",7396939.13085938,15437.152592834
"1228","1073","03017069",ERBUSCO,BRESCIA,BS,LOMBARDIA,"16213326.0471145","25431.8268907896","49","12","61",33131119.7441406,36353.3477014065
"1229","1074","03016111",GAZZANIGA,BERGAMO,BG,LOMBARDIA,"14415068.8403252","19747.6591917675","62","12","74",29685313.7734375,28338.2969913914
"1230","1075","03014052",PONTE IN VALTELLINA,SONDRIO,SO,LOMBARDIA,"67664133.7307348","60378.170615627","7","0","7",140989843.276855,87194.2721879426
"1231","1076","03012050",CISLAGO,VARESE,VA,LOMBARDIA,"10931737.7631246","24204.0285142859","14","2","16",22388493.2680664,34641.6640089685
"1232","1077","03020030",MANTOVA,MANTOVA,MN,LOMBARDIA,"64012795.7959642","52269.9596878874","157","23","180",128731575.20752,74103.888316665
"1233","1484","03017164",ROE` VOLCIANO,BRESCIA,BS,LOMBARDIA,"5782668.65017194","14699.0650933621","18","4","22",11824017.6035156,21015.7904577127
"1234","1485","03015176",POGLIANO MILANESE,MILANO,MI,LOMBARDIA,"4699719.2273205","17936.8424584355","26","10","36",9585581.92675781,25615.7159153626
"1235","1180","03108048",VERANO BRIANZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3509790.60922199","12456.1852476738","17","2","19",7196308.18310547,17842.9068303643
"1236","1181","03016046",CALUSCO D`ADDA,BERGAMO,BG,LOMBARDIA,"8411851.30657589","17810.787469225","60","15","75",17247778.5351563,25501.8204712977
"1237","1182","03018140",SANTA GIULETTA,PAVIA,PV,LOMBARDIA,"11616937.534547","19944.8152888686","11","5","16",23282168.4892578,28242.9599244288
"1238","1183","03015139",MEDIGLIA,MILANO,MI,LOMBARDIA,"21959794.5201975","31644.8362627876","69","26","95",44588315.862793,45093.6660775937
"1239","1184","03015164",OSSONA,MILANO,MI,LOMBARDIA,"6019005.88455149","15770.7966080401","21","0","21",12262466.7822266,22508.5396304488
"1240","1185","03017019",BIONE,BRESCIA,BS,LOMBARDIA,"17322135.3133568","21174.0651420459","9","3","12",35494227.1259766,30306.7346355362
"1241","1186","03097013",CALOLZIOCORTE,LECCO,LC,LOMBARDIA,"9060264.20745743","20129.7072409094","87","17","104",18649348.1230469,28880.262823984
"1242","1187","03018047",CERVESINA,PAVIA,PV,LOMBARDIA,"12646667.045688","24546.9729650805","9","4","13",25372032.3100586,34778.1601186296
"1243","1188","03108051",BUSNAGO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"5863859.44912606","17266.1936191895","24","5","29",11991699.6889648,24688.1685402341
"1244","1189","03016170",PONTE SAN PIETRO,BERGAMO,BG,LOMBARDIA,"4641043.28396476","15909.2609806463","77","28","105",9520835.18994141,22789.0144462243
"1245","1190","03018100",MONTU` BECCARIA,PAVIA,PV,LOMBARDIA,"15464125.0735995","25896.9858993351","8","3","11",30985722.0834961,36655.4449802203
"1246","1191","03015011",ASSAGO,MILANO,MI,LOMBARDIA,"8141688.60422501","16373.0266566513","14","4","18",16527020.4150391,23334.4256087823
